data,index,Open,High,Low,Close,Volume,*Close
2021-08-04,215.00 ,147.27 ,147.79 ,146.28 ,146.95 ,56368271.00 ,146.95 
2021-08-03,216.00 ,145.81 ,148.05 ,145.18 ,147.36 ,64786618.00 ,147.36 
2021-08-02,217.00 ,146.36 ,146.95 ,145.25 ,145.52 ,62879961.00 ,145.52 
2021-07-30,218.00 ,144.38 ,146.33 ,144.11 ,145.86 ,70440626.00 ,145.86 
2021-07-29,219.00 ,144.69 ,146.55 ,144.58 ,145.64 ,56699475.00 ,145.64 
2021-07-28,220.00 ,144.81 ,146.97 ,142.54 ,144.98 ,118931191.00 ,144.98 
2021-07-27,221.00 ,149.12 ,149.21 ,145.55 ,146.77 ,104818578.00 ,146.77 
2021-07-26,222.00 ,148.27 ,149.83 ,147.70 ,148.99 ,72434089.00 ,148.99 
2021-07-23,223.00 ,147.55 ,148.72 ,146.92 ,148.56 ,71447416.00 ,148.56 
2021-07-22,224.00 ,145.94 ,148.20 ,145.81 ,146.80 ,77338156.00 ,146.80 
2021-07-21,225.00 ,145.53 ,146.13 ,144.63 ,145.40 ,74993460.00 ,145.40 
2021-07-20,226.00 ,143.46 ,147.10 ,142.96 ,146.15 ,95503204.00 ,146.15 
2021-07-19,227.00 ,143.75 ,144.07 ,141.67 ,142.45 ,121434571.00 ,142.45 
2021-07-16,228.00 ,148.46 ,149.76 ,145.88 ,146.39 ,93251426.00 ,146.39 
2021-07-15,229.00 ,149.24 ,150.00 ,147.09 ,148.48 ,106820297.00 ,148.48 
2021-07-14,230.00 ,148.10 ,149.57 ,147.68 ,149.15 ,127050785.00 ,149.15 
2021-07-13,231.00 ,144.03 ,147.46 ,143.63 ,145.64 ,100827099.00 ,145.64 
2021-07-12,232.00 ,146.21 ,146.32 ,144.00 ,144.50 ,76299719.00 ,144.50 
2021-07-09,233.00 ,142.75 ,145.65 ,142.65 ,145.11 ,99890800.00 ,145.11 
2021-07-08,234.00 ,141.58 ,144.06 ,140.67 ,143.24 ,105575458.00 ,143.24 
2021-07-07,235.00 ,143.54 ,144.89 ,142.66 ,144.57 ,104911589.00 ,144.57 
2021-07-06,236.00 ,140.07 ,143.15 ,140.07 ,142.02 ,108181793.00 ,142.02 
2021-07-02,237.00 ,137.90 ,140.00 ,137.75 ,139.96 ,78945572.00 ,139.96 
2021-07-01,238.00 ,136.60 ,137.33 ,135.76 ,137.27 ,52485781.00 ,137.27 
2021-06-30,239.00 ,136.17 ,137.41 ,135.87 ,136.96 ,63261393.00 ,136.96 
2021-06-29,240.00 ,134.80 ,136.49 ,134.35 ,136.33 ,64556081.00 ,136.33 
2021-06-28,241.00 ,133.41 ,135.25 ,133.35 ,134.78 ,62111303.00 ,134.78 
2021-06-25,242.00 ,133.46 ,133.89 ,132.81 ,133.11 ,70783746.00 ,133.11 
2021-06-24,243.00 ,134.45 ,134.64 ,132.93 ,133.41 ,68710998.00 ,133.41 
2021-06-23,244.00 ,133.77 ,134.32 ,133.23 ,133.70 ,60214200.00 ,133.70 
2021-06-22,245.00 ,132.13 ,134.08 ,131.62 ,133.98 ,74783618.00 ,133.98 
2021-06-21,246.00 ,130.30 ,132.41 ,129.21 ,132.30 ,79663316.00 ,132.30 
2021-06-18,247.00 ,130.71 ,131.51 ,130.24 ,130.46 ,108953309.00 ,130.46 
2021-06-17,248.00 ,129.80 ,132.55 ,129.65 ,131.79 ,96721669.00 ,131.79 
2021-06-16,249.00 ,130.37 ,130.89 ,128.46 ,130.15 ,91815026.00 ,130.15 
2021-06-15,250.00 ,129.94 ,130.60 ,129.39 ,129.64 ,62746332.00 ,129.64 
2021-06-14,251.00 ,127.82 ,130.54 ,127.07 ,130.48 ,96906490.00 ,130.48 
2021-06-11,252.00 ,126.53 ,127.44 ,126.10 ,127.35 ,53522373.00 ,127.35 
2021-06-10,253.00 ,127.02 ,128.19 ,125.94 ,126.11 ,71186421.00 ,126.11 
